No,Year,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_Group,CreditScore_value,Balance_Value,Tenure_term,Financial_Score,Financial_Profile
2809,2025,654,France,Male,42,7,99263,1,1,1,67608,0,30-45,Medium,High-Balance,Mid-Term,1.61,Low Value
2810,2025,624,France,Female,32,2,79369,2,1,1,145472,0,30-45,Medium,Low-Balance,New,2.28,High Value
2811,2025,594,France,Female,30,10,0,2,1,1,124072,0,<30,Low,Zero-Balance,Long-Term,1.83,Low Value
2812,2025,695,Spain,Female,34,9,0,2,1,1,67502,0,30-45,Medium,Zero-Balance,Long-Term,1.92,Low Value
2813,2025,597,France,Male,28,2,0,3,1,1,78708,0,<30,Low,Zero-Balance,New,1.85,Low Value
2814,2025,758,France,Female,52,7,125096,1,1,0,171190,1,46-60,High,High-Balance,Mid-Term,2.7,High Value
2815,2025,737,Germany,Female,40,2,162486,2,1,0,149381,0,30-45,High,High-Balance,New,3.24,High Value
2816,2025,694,Germany,Male,37,1,95669,2,1,0,100336,0,30-45,Medium,Low-Balance,New,2.39,High Value
2817,2025,683,France,Male,25,4,0,2,1,0,152698,0,<30,Medium,Zero-Balance,Mid-Term,2.31,High Value
2818,2025,538,Spain,Female,30,8,0,2,1,1,41193,0,<30,Low,Zero-Balance,Long-Term,1.25,Low Value
2819,2025,669,France,Male,37,4,0,1,1,0,132540,0,30-45,Medium,Zero-Balance,Mid-Term,1.67,Low Value
2820,2025,730,France,Female,34,5,74197,2,1,0,96876,0,30-45,High,Low-Balance,Mid-Term,2.41,High Value
2821,2025,622,France,Female,31,1,89689,1,1,1,152305,0,30-45,Medium,Low-Balance,New,1.86,Low Value
2822,2025,714,Spain,Female,33,10,103121,2,1,1,49672,0,30-45,High,High-Balance,Long-Term,2.26,High Value
2823,2025,569,Spain,Female,34,3,0,1,1,0,133998,0,30-45,Low,Zero-Balance,New,1.32,Low Value
2824,2025,668,Germany,Female,59,5,120170,1,0,1,50455,0,46-60,Medium,High-Balance,Mid-Term,1.75,Low Value
2825,2025,628,France,Male,32,9,149136,2,1,1,16402,0,30-45,Medium,High-Balance,Long-Term,2.12,High Value
2826,2025,600,France,Male,40,1,141137,1,1,1,67804,0,30-45,Low,High-Balance,New,1.75,Low Value
2827,2025,693,France,Female,43,4,152342,1,1,0,9242,0,30-45,Medium,High-Balance,Mid-Term,1.88,Low Value
2828,2025,704,France,Male,36,7,120027,2,0,1,100602,0,30-45,High,High-Balance,Mid-Term,2.62,High Value
2829,2025,527,Spain,Male,33,9,132168,1,0,0,98734,0,30-45,Low,High-Balance,Long-Term,1.65,Low Value
2830,2025,553,Germany,Male,43,6,85201,2,1,1,160574,0,30-45,Low,Low-Balance,Mid-Term,2.15,High Value
2831,2025,575,Spain,Male,53,1,84903,2,0,1,26016,0,46-60,Low,Low-Balance,New,1.53,Low Value
2832,2025,626,France,Female,32,0,0,2,0,0,187173,0,30-45,Medium,Zero-Balance,New,2.25,High Value
2833,2025,582,France,Male,20,4,0,1,1,1,55764,0,<30,Low,Zero-Balance,Mid-Term,0.95,Low Value
2834,2025,683,Spain,Male,40,8,0,1,1,0,75848,0,30-45,Medium,Zero-Balance,Long-Term,1.43,Low Value
2835,2025,850,France,Male,30,9,121535,1,0,0,40313,0,<30,High,High-Balance,Long-Term,2.14,High Value
2836,2025,653,Spain,Male,35,6,116663,2,1,1,23864,0,30-45,Medium,High-Balance,Mid-Term,2.01,High Value
2837,2025,679,France,Male,60,8,0,2,1,1,51381,0,46-60,Medium,Zero-Balance,Long-Term,1.78,Low Value
2838,2025,549,Germany,Female,49,6,124829,1,0,1,93551,0,46-60,Low,High-Balance,Mid-Term,1.61,Low Value
2839,2025,850,Spain,Female,36,2,155181,2,0,0,169416,0,30-45,High,High-Balance,New,3.5,High Value
2840,2025,558,Germany,Female,32,1,108263,1,1,1,6935,0,30-45,Low,High-Balance,New,1.05,Low Value
2841,2025,528,Spain,Male,40,4,0,2,1,0,25400,0,30-45,Low,Zero-Balance,Mid-Term,1.16,Low Value
2842,2025,801,France,Male,38,5,0,2,1,0,66256,0,30-45,High,Zero-Balance,Mid-Term,2.18,High Value
2843,2025,513,Spain,Male,48,2,0,1,1,1,114709,1,46-60,Low,Zero-Balance,New,1.09,Low Value
2844,2025,666,Germany,Male,38,6,99813,2,1,1,158358,0,30-45,Medium,High-Balance,Mid-Term,2.6,High Value
2845,2025,606,France,Male,35,2,132164,1,0,1,164816,0,30-45,Low,High-Balance,New,2.19,High Value
2846,2025,599,Germany,Male,45,10,103583,1,1,0,132128,1,30-45,Low,High-Balance,Long-Term,1.77,Low Value
2847,2025,544,Germany,Male,39,4,142406,2,1,0,146637,0,30-45,Low,High-Balance,Mid-Term,2.48,High Value
2848,2025,529,Spain,Male,38,7,99842,2,1,0,90256,1,30-45,Low,High-Balance,Mid-Term,1.82,Low Value
2849,2025,850,France,Female,41,5,0,2,1,1,34827,0,30-45,High,Zero-Balance,Mid-Term,2.08,High Value
2850,2025,497,France,Male,41,9,0,1,0,0,22074,0,30-45,Low,Zero-Balance,Long-Term,0.6,Low Value
2851,2025,764,France,Female,39,5,81042,1,0,1,109805,0,30-45,High,Low-Balance,Mid-Term,2.1,High Value
2852,2025,603,France,Female,48,5,0,1,1,0,100479,1,46-60,Low,Zero-Balance,Mid-Term,1.25,Low Value
2853,2025,609,France,Male,40,6,0,2,1,1,97416,0,30-45,Medium,Zero-Balance,Mid-Term,1.74,Low Value
2854,2025,487,France,Male,53,4,199689,1,1,1,24208,1,46-60,Low,High-Balance,Mid-Term,1.42,Low Value
2855,2025,748,France,Male,33,1,142645,1,0,0,69133,0,30-45,High,High-Balance,New,2.29,High Value
2856,2025,710,Spain,Female,75,5,0,2,1,1,9377,0,60+,High,Zero-Balance,Mid-Term,1.69,Low Value
2857,2025,432,Germany,Female,45,3,110219,1,1,0,43047,1,30-45,Low,High-Balance,New,1.08,Low Value
2858,2025,534,Spain,Male,51,3,0,2,0,1,20856,0,46-60,Low,Zero-Balance,New,1.15,Low Value
2859,2025,607,France,Male,25,3,0,2,0,0,187049,0,<30,Low,Zero-Balance,New,2.18,High Value
2860,2025,551,Spain,Male,32,4,0,2,1,0,53421,0,30-45,Low,Zero-Balance,Mid-Term,1.34,Low Value
2861,2025,674,France,Male,45,7,142072,1,1,0,37013,0,30-45,Medium,High-Balance,Mid-Term,1.88,Low Value
2862,2025,525,France,Female,25,6,0,2,1,0,89567,0,<30,Low,Zero-Balance,Mid-Term,1.47,Low Value
2863,2025,645,Germany,Male,33,8,149565,1,0,0,149914,0,30-45,Medium,High-Balance,Long-Term,2.38,High Value
2864,2025,755,France,Female,43,9,0,2,1,0,18067,0,30-45,High,Zero-Balance,Long-Term,1.86,Low Value
2865,2025,708,Germany,Male,37,8,153366,1,1,1,26912,0,30-45,High,High-Balance,Long-Term,2.02,High Value
2866,2025,715,France,Male,21,6,76467,1,1,1,173512,0,<30,High,Low-Balance,Mid-Term,2.27,High Value
2867,2025,727,France,Female,26,9,121508,1,1,1,146785,0,<30,High,High-Balance,Long-Term,2.46,High Value
2868,2025,559,Spain,Female,27,1,0,1,0,1,1050,0,<30,Low,Zero-Balance,New,0.63,Low Value
2869,2025,545,Spain,Male,36,8,73211,2,1,0,89587,1,30-45,Low,Low-Balance,Long-Term,1.74,Low Value
2870,2025,524,France,Male,22,9,0,2,1,0,74405,0,<30,Low,Zero-Balance,Long-Term,1.39,Low Value
2871,2025,707,France,Female,55,1,0,2,0,1,54409,0,46-60,High,Zero-Balance,New,1.9,Low Value
2872,2025,671,Spain,Male,38,0,92675,2,1,0,3648,0,30-45,Medium,Low-Balance,New,1.81,Low Value
2873,2025,439,Spain,Male,52,3,96196,4,1,0,198875,1,46-60,Low,Low-Balance,New,2.5,High Value
2874,2025,667,Germany,Female,36,1,114392,1,1,1,53413,0,30-45,Medium,High-Balance,New,1.71,Low Value
2875,2025,831,Germany,Male,32,9,80263,1,1,0,194868,0,30-45,High,Low-Balance,Long-Term,2.61,High Value
2876,2025,545,Spain,Female,33,7,173332,1,1,0,150453,0,30-45,Low,High-Balance,Mid-Term,2.13,High Value
2877,2025,604,Spain,Female,35,7,147286,1,1,1,57807,0,30-45,Low,High-Balance,Mid-Term,1.75,Low Value
2878,2025,657,Spain,Male,67,5,119785,2,1,1,107534,0,60+,Medium,High-Balance,Mid-Term,2.48,High Value
2879,2025,487,Spain,Female,36,1,140137,1,1,0,194073,0,30-45,Low,High-Balance,New,2.12,High Value
2880,2025,750,Germany,Female,52,6,107468,1,1,0,126233,1,46-60,High,High-Balance,Mid-Term,2.3,High Value
2881,2025,694,Germany,Female,37,8,98218,2,1,0,182354,1,30-45,Medium,High-Balance,Long-Term,2.82,High Value
2882,2025,711,Germany,Female,35,2,133608,1,1,1,120586,0,30-45,High,High-Balance,New,2.39,High Value
2883,2025,551,France,Male,37,3,0,2,1,1,50578,0,30-45,Low,Zero-Balance,New,1.33,Low Value
2884,2025,559,France,Female,38,8,95139,1,1,1,86575,0,30-45,Low,Low-Balance,Long-Term,1.36,Low Value
2885,2025,620,France,Female,29,3,0,2,0,1,153392,0,<30,Medium,Zero-Balance,New,2.07,High Value
2886,2025,660,Spain,Male,42,5,0,2,1,0,115510,0,30-45,Medium,Zero-Balance,Mid-Term,2.03,High Value
2887,2025,449,France,Female,37,6,0,2,1,0,82176,0,30-45,Low,Zero-Balance,Mid-Term,1.35,Low Value
2888,2025,703,Germany,Female,26,1,97331,1,1,0,63717,0,<30,High,High-Balance,New,1.77,Low Value
2889,2025,795,Germany,Male,37,2,139266,2,1,1,198746,0,30-45,High,High-Balance,New,3.5,High Value
2890,2025,594,France,Female,31,9,0,1,0,1,5719,0,30-45,Low,Zero-Balance,Long-Term,0.75,Low Value
2891,2025,586,Spain,Male,34,5,168094,1,0,0,20059,0,30-45,Low,High-Balance,Mid-Term,1.58,Low Value
2892,2025,613,Germany,Female,30,5,131564,2,1,0,170639,0,<30,Medium,High-Balance,Mid-Term,2.72,High Value
2893,2025,601,France,Male,44,3,0,2,1,0,30607,0,30-45,Low,Zero-Balance,New,1.38,Low Value
2894,2025,657,France,Male,50,9,0,2,0,0,37171,0,46-60,Medium,Zero-Balance,Long-Term,1.62,Low Value
2895,2025,531,France,Male,31,3,0,1,1,1,42589,0,30-45,Low,Zero-Balance,New,0.76,Low Value
2896,2025,621,Germany,Male,47,7,107363,1,1,1,66799,0,46-60,Medium,High-Balance,Mid-Term,1.54,Low Value
2897,2025,782,France,Female,33,2,94493,1,0,1,101866,0,30-45,High,Low-Balance,New,2.15,High Value
2898,2025,528,Germany,Female,29,9,170214,2,1,0,49284,0,<30,Low,High-Balance,Long-Term,2.06,High Value
2899,2025,696,France,Male,52,6,139781,1,1,0,27445,1,46-60,High,High-Balance,Mid-Term,1.9,Low Value
2900,2025,586,France,Female,35,7,0,2,1,0,70761,0,30-45,Low,Zero-Balance,Mid-Term,1.53,Low Value
2901,2025,626,Spain,Female,26,8,148610,3,0,1,104502,1,<30,Medium,High-Balance,Long-Term,2.8,High Value
2902,2025,498,France,Male,73,2,170242,2,1,1,165408,0,60+,Low,High-Balance,New,2.59,High Value
2903,2025,691,France,Female,33,1,128307,1,1,1,113581,0,30-45,Medium,High-Balance,New,2.23,High Value
2904,2025,568,France,Female,47,7,0,2,1,1,45978,0,46-60,Low,Zero-Balance,Mid-Term,1.35,Low Value
2905,2025,715,France,Female,35,3,0,1,1,1,152012,0,30-45,High,Zero-Balance,New,1.94,Low Value
2906,2025,680,Germany,Male,32,7,175454,1,0,1,77350,0,30-45,Medium,High-Balance,Mid-Term,2.23,High Value
2907,2025,802,Spain,Male,41,6,0,2,1,0,47322,0,30-45,High,Zero-Balance,Mid-Term,2.09,High Value
2908,2025,539,France,Female,22,0,100886,2,1,1,38773,0,<30,Low,High-Balance,New,1.59,Low Value
2909,2025,494,France,Male,69,9,93321,1,1,1,24489,0,60+,Low,Low-Balance,Long-Term,0.91,Low Value
2910,2025,594,Germany,Male,38,6,63176,2,1,1,14466,0,30-45,Low,Low-Balance,Mid-Term,1.48,Low Value
2911,2025,596,France,Male,33,2,139452,1,0,0,63142,0,30-45,Low,High-Balance,New,1.7,Low Value
2912,2025,649,France,Female,52,8,49114,1,1,0,41858,0,46-60,Medium,Low-Balance,Long-Term,1.32,Low Value
2913,2025,699,Germany,Male,32,1,123906,3,1,1,127444,1,30-45,High,High-Balance,New,3.02,High Value
2914,2025,787,France,Female,40,6,0,2,1,1,84152,0,30-45,High,Zero-Balance,Mid-Term,2.25,High Value
2915,2025,604,France,Male,28,7,0,2,0,0,58596,0,<30,Low,Zero-Balance,Mid-Term,1.53,Low Value
2916,2025,489,Germany,Female,52,1,131442,1,1,0,37240,1,46-60,Low,High-Balance,New,1.27,Low Value
2917,2025,651,France,Male,56,2,0,1,1,0,114523,1,46-60,Medium,Zero-Balance,New,1.5,Low Value
2918,2025,698,France,Male,57,6,136325,2,1,1,72549,1,46-60,High,High-Balance,Mid-Term,2.59,High Value
2919,2025,578,Germany,Female,38,4,113150,2,1,0,176713,1,30-45,Low,High-Balance,Mid-Term,2.48,High Value
2920,2025,538,Spain,Female,42,9,0,1,0,0,152856,0,30-45,Low,Zero-Balance,Long-Term,1.34,Low Value
2921,2025,696,France,Female,33,4,0,2,1,1,73372,0,30-45,High,Zero-Balance,Mid-Term,1.95,Low Value
2922,2025,507,Germany,Female,46,8,102785,1,1,1,70324,0,46-60,Low,High-Balance,Long-Term,1.22,Low Value
2923,2025,685,Spain,Male,34,6,83264,1,0,0,9663,0,30-45,Medium,Low-Balance,Mid-Term,1.37,Low Value
2924,2025,705,Germany,Male,41,4,72253,2,1,1,142515,0,30-45,High,Low-Balance,Mid-Term,2.56,High Value
2925,2025,499,Germany,Female,29,6,148052,1,1,0,118624,0,<30,Low,High-Balance,Mid-Term,1.8,Low Value
2926,2025,717,France,Female,76,9,138490,1,1,1,68400,0,60+,High,High-Balance,Long-Term,2.18,High Value
2927,2025,510,France,Male,63,8,0,2,1,1,115292,0,60+,Low,Zero-Balance,Long-Term,1.58,Low Value
2928,2025,632,France,Male,32,6,111589,1,1,1,170383,0,30-45,Medium,High-Balance,Mid-Term,2.14,High Value
2929,2025,668,Germany,Female,39,0,122105,1,1,0,112947,1,30-45,Medium,High-Balance,New,2.08,High Value
2930,2025,744,Germany,Male,32,4,96107,1,1,1,79813,0,30-45,High,Low-Balance,Mid-Term,1.97,Low Value
2931,2025,663,Germany,Male,42,7,115931,1,1,0,19863,0,30-45,Medium,High-Balance,Mid-Term,1.55,Low Value
2932,2025,638,Germany,Female,37,7,124514,2,1,0,158611,0,30-45,Medium,High-Balance,Mid-Term,2.7,High Value
2933,2025,688,France,Female,54,9,0,1,1,0,191213,1,46-60,Medium,Zero-Balance,Long-Term,2.04,High Value
2934,2025,588,Spain,Male,46,8,0,1,1,0,61931,0,46-60,Low,Zero-Balance,Long-Term,1.01,Low Value
2935,2025,631,France,Male,33,7,0,1,1,1,58043,1,30-45,Medium,Zero-Balance,Mid-Term,1.14,Low Value
2936,2025,687,Spain,Male,35,8,100988,2,1,0,22247,0,30-45,Medium,High-Balance,Long-Term,2.02,High Value
2937,2025,599,France,Male,44,10,118577,1,1,1,31449,0,30-45,Low,High-Balance,Long-Term,1.38,Low Value
2938,2025,718,Spain,Male,28,6,0,2,1,0,146876,0,<30,High,Zero-Balance,Mid-Term,2.41,High Value
2939,2025,730,France,Male,27,5,0,2,1,1,116082,0,<30,High,Zero-Balance,Mid-Term,2.29,High Value
2940,2025,533,France,Female,39,2,0,1,0,1,73670,1,30-45,Low,Zero-Balance,New,0.92,Low Value
2941,2025,711,Spain,Female,28,5,0,2,1,1,93960,0,<30,High,Zero-Balance,Mid-Term,2.12,High Value
2942,2025,555,Spain,Female,26,9,0,2,0,1,158918,0,<30,Low,Zero-Balance,Long-Term,1.89,Low Value
2943,2025,850,France,Female,42,9,113311,1,1,1,198194,0,30-45,High,High-Balance,Long-Term,2.86,High Value
2944,2025,678,France,Female,41,9,0,1,0,0,13160,0,30-45,Medium,Zero-Balance,Long-Term,1.1,Low Value
2945,2025,576,France,Male,32,7,0,2,1,0,4661,0,30-45,Low,Zero-Balance,Mid-Term,1.17,Low Value
2946,2025,835,Germany,Male,20,4,124365,1,0,0,180198,1,<30,High,High-Balance,Mid-Term,2.85,High Value
2947,2025,592,France,Male,42,1,147249,2,1,1,63023,0,30-45,Low,High-Balance,New,2.22,High Value
2948,2025,774,France,Male,36,7,103688,1,0,1,118972,0,30-45,High,High-Balance,Mid-Term,2.29,High Value
2949,2025,620,France,Female,29,1,138740,2,0,0,154701,0,<30,Medium,High-Balance,New,2.73,High Value
2950,2025,519,Spain,Male,39,4,111900,1,1,1,97577,0,30-45,Low,High-Balance,Mid-Term,1.45,Low Value
2951,2025,734,Spain,Female,37,0,152760,1,1,1,48990,0,30-45,High,High-Balance,New,2.21,High Value
2952,2025,763,Germany,Male,31,7,143966,2,1,1,140263,1,30-45,High,High-Balance,Mid-Term,3.18,High Value
2953,2025,733,France,Male,51,10,141557,1,1,0,130190,0,46-60,High,High-Balance,Long-Term,2.56,High Value
2954,2025,650,France,Female,43,6,0,2,1,1,16302,0,30-45,Medium,Zero-Balance,Mid-Term,1.49,Low Value
2955,2025,538,France,Female,33,5,0,2,1,0,126962,0,30-45,Low,Zero-Balance,Mid-Term,1.69,Low Value
2956,2025,577,France,Female,46,1,0,1,1,1,158751,0,46-60,Low,Zero-Balance,New,1.46,Low Value
2957,2025,792,France,Male,30,8,0,2,1,0,199644,0,<30,High,Zero-Balance,Long-Term,2.84,High Value
2958,2025,686,France,Female,41,10,0,1,1,1,144273,1,30-45,Medium,Zero-Balance,Long-Term,1.8,Low Value
2959,2025,589,France,Male,29,2,0,2,0,1,98320,0,<30,Low,Zero-Balance,New,1.68,Low Value
2960,2025,530,France,Male,25,9,162560,1,1,0,64129,0,<30,Low,High-Balance,Long-Term,1.64,Low Value
2961,2025,778,Germany,Female,29,7,123229,1,1,0,181221,0,<30,High,High-Balance,Mid-Term,2.77,High Value
2962,2025,616,Spain,Male,31,7,76666,2,1,1,163809,0,30-45,Medium,Low-Balance,Mid-Term,2.33,High Value
2963,2025,550,France,Male,38,9,140279,3,1,1,171457,1,30-45,Low,High-Balance,Long-Term,2.84,High Value
2964,2025,655,France,Female,51,3,0,2,0,1,15801,0,46-60,Medium,Zero-Balance,New,1.51,Low Value
2965,2025,721,France,Male,46,1,115764,2,0,0,102951,0,46-60,High,High-Balance,New,2.66,High Value
2966,2025,499,Germany,Male,36,5,131143,2,1,0,174918,0,30-45,Low,High-Balance,Mid-Term,2.45,High Value
2967,2025,511,France,Male,45,5,68375,1,1,0,193160,1,30-45,Low,Low-Balance,Mid-Term,1.69,Low Value
2968,2025,579,Germany,Female,39,5,117833,3,0,0,5831,1,30-45,Low,High-Balance,Mid-Term,1.91,Low Value
2969,2025,696,Spain,Female,36,7,0,2,1,1,82299,0,30-45,High,Zero-Balance,Mid-Term,2,High Value
2970,2025,681,France,Male,34,7,0,2,0,0,130687,0,30-45,Medium,Zero-Balance,Mid-Term,2.19,High Value
2971,2025,815,France,Male,45,7,0,1,0,1,52885,1,30-45,High,Zero-Balance,Mid-Term,1.65,Low Value
2972,2025,681,Spain,Male,30,2,111093,1,1,0,68986,0,<30,Medium,High-Balance,New,1.82,Low Value
2973,2025,641,Spain,Male,42,9,132658,1,1,0,35367,0,30-45,Medium,High-Balance,Long-Term,1.68,Low Value
2974,2025,591,France,Female,56,9,128882,1,1,1,196242,1,46-60,Low,High-Balance,Long-Term,2.27,High Value
2975,2025,565,Germany,Male,59,9,69130,1,1,1,170706,0,46-60,Low,Low-Balance,Long-Term,1.7,Low Value
2976,2025,487,France,Male,37,6,0,2,1,1,126477,0,30-45,Low,Zero-Balance,Mid-Term,1.6,Low Value
2977,2025,729,France,Male,39,4,121405,1,1,1,159618,0,30-45,High,High-Balance,Mid-Term,2.53,High Value
2978,2025,505,Spain,Female,45,9,131355,3,1,0,195395,1,30-45,Low,High-Balance,Long-Term,2.81,High Value
2979,2025,580,France,Female,35,1,102097,1,0,1,168286,0,30-45,Low,High-Balance,New,1.87,Low Value
2980,2025,642,France,Male,40,1,154863,1,1,1,138053,0,30-45,Medium,High-Balance,New,2.33,High Value
2981,2025,850,Spain,Female,41,3,99946,2,1,0,71179,0,30-45,High,High-Balance,New,2.6,High Value
2982,2025,616,Germany,Male,39,2,121704,2,1,0,55556,0,30-45,Medium,High-Balance,New,2.07,High Value
2983,2025,526,Spain,Female,43,3,0,2,1,0,31705,0,30-45,Low,Zero-Balance,New,1.18,Low Value
2984,2025,523,Germany,Male,35,8,138783,1,1,1,186119,0,30-45,Low,High-Balance,Long-Term,2.12,High Value
2985,2025,663,France,Male,35,9,0,2,1,1,195580,0,30-45,Medium,Zero-Balance,Long-Term,2.44,High Value
2986,2025,840,France,Male,30,8,136292,1,1,0,54113,0,<30,High,High-Balance,Long-Term,2.31,High Value
2987,2025,570,Germany,Male,42,0,107857,2,1,0,127529,0,30-45,Low,High-Balance,New,2.17,High Value
2988,2025,676,Germany,Female,26,1,108349,1,0,0,60232,1,<30,Medium,High-Balance,New,1.73,Low Value
2989,2025,689,France,Male,47,1,93872,3,1,0,156878,1,46-60,Medium,Low-Balance,New,2.89,High Value
2990,2025,703,Spain,Female,45,1,0,1,1,0,182784,1,30-45,High,Zero-Balance,New,2.05,High Value
2991,2025,491,Germany,Male,19,2,125860,1,0,0,129690,0,<30,Low,High-Balance,New,1.69,Low Value
2992,2025,584,France,Male,49,8,172713,1,1,0,113861,0,46-60,Low,High-Balance,Long-Term,2.05,High Value
2993,2025,810,France,Female,51,5,0,2,0,1,184525,0,46-60,High,Zero-Balance,Mid-Term,2.79,High Value
2994,2025,745,Spain,Female,59,8,0,1,1,1,36125,0,46-60,High,Zero-Balance,Long-Term,1.44,Low Value
2995,2025,625,France,Female,39,3,130787,1,0,1,121316,0,30-45,Medium,High-Balance,New,2.03,High Value
2996,2025,535,France,Female,29,2,112367,1,1,0,185631,0,<30,Low,High-Balance,New,1.93,Low Value
2997,2025,729,Spain,Female,45,7,91091,2,1,0,71133,0,30-45,High,Low-Balance,Mid-Term,2.34,High Value
2998,2025,655,France,Female,26,7,106198,1,0,1,32020,0,<30,Medium,High-Balance,Mid-Term,1.49,Low Value
2999,2025,751,France,Male,47,5,142670,2,1,0,162761,0,46-60,High,High-Balance,Mid-Term,3.25,High Value
3000,2025,525,France,Male,33,1,112833,1,0,1,175179,0,30-45,Low,High-Balance,New,1.86,Low Value
3001,2025,532,France,Female,40,5,0,2,0,1,177100,0,30-45,Low,Zero-Balance,Mid-Term,1.93,Low Value
3002,2025,696,Spain,Female,43,4,0,2,1,1,66406,0,30-45,High,Zero-Balance,Mid-Term,1.92,Low Value
3003,2025,786,Germany,Female,32,2,104336,2,0,0,59560,0,30-45,High,High-Balance,New,2.5,High Value
3004,2025,580,France,Male,55,6,104306,1,0,1,175750,0,46-60,Low,High-Balance,Mid-Term,1.92,Low Value
3005,2025,596,Germany,Male,47,5,140187,2,1,1,174311,0,46-60,Low,High-Balance,Mid-Term,2.75,High Value
3006,2025,683,France,Male,39,4,0,2,1,0,171717,0,30-45,Medium,Zero-Balance,Mid-Term,2.4,High Value
3007,2025,747,France,Female,45,1,114959,1,1,0,189362,1,30-45,High,High-Balance,New,2.67,High Value
3008,2025,602,France,Male,33,5,164704,1,0,1,180716,1,30-45,Low,High-Balance,Mid-Term,2.43,High Value
3009,2025,779,France,Male,62,10,119097,1,0,1,116978,0,60+,High,High-Balance,Long-Term,2.42,High Value
3010,2025,551,France,Male,31,1,0,2,1,1,185105,0,30-45,Low,Zero-Balance,New,2.01,High Value
3011,2025,666,France,Male,47,2,0,1,1,0,35047,1,46-60,Medium,Zero-Balance,New,1.16,Low Value
3012,2025,526,Spain,Male,30,8,0,1,1,0,36251,0,<30,Low,Zero-Balance,Long-Term,0.72,Low Value
3013,2025,849,France,Female,41,9,115465,1,1,0,103174,0,30-45,High,High-Balance,Long-Term,2.39,High Value
3014,2025,471,France,Female,27,4,0,2,1,0,122642,0,<30,Low,Zero-Balance,Mid-Term,1.57,Low Value
3015,2025,628,Spain,Male,43,3,184927,1,1,0,122938,0,30-45,Medium,High-Balance,New,2.26,High Value
3016,2025,674,Germany,Male,43,8,85958,2,1,0,8757,0,30-45,Medium,Low-Balance,Long-Term,1.81,Low Value
3017,2025,797,France,Male,32,10,114085,1,0,1,125782,0,30-45,High,High-Balance,Long-Term,2.45,High Value
3018,2025,590,Spain,Female,29,2,166931,2,1,0,122488,0,<30,Low,High-Balance,New,2.58,High Value
3019,2025,588,France,Female,27,8,0,1,1,0,20066,0,<30,Low,Zero-Balance,Long-Term,0.8,Low Value
3020,2025,577,France,Male,29,7,0,2,1,1,55473,0,<30,Low,Zero-Balance,Mid-Term,1.42,Low Value
3021,2025,571,France,Female,38,6,107194,2,0,0,38963,0,30-45,Low,High-Balance,Mid-Term,1.72,Low Value
3022,2025,680,France,Male,36,3,116275,1,1,1,63796,0,30-45,Medium,High-Balance,New,1.83,Low Value
3023,2025,648,Spain,Female,27,7,0,2,1,1,163060,0,<30,Medium,Zero-Balance,Mid-Term,2.22,High Value
3024,2025,618,France,Male,39,2,91069,1,1,0,26579,0,30-45,Medium,Low-Balance,New,1.22,Low Value
3025,2025,648,Germany,Male,41,5,123049,1,0,1,5067,0,30-45,Medium,High-Balance,Mid-Term,1.47,Low Value
3026,2025,759,France,Female,39,6,0,2,1,1,140498,0,30-45,High,Zero-Balance,Mid-Term,2.49,High Value
3027,2025,585,France,Male,40,7,0,2,0,0,146157,0,30-45,Low,Zero-Balance,Mid-Term,1.91,Low Value
3028,2025,774,France,Female,42,3,137782,1,0,0,199316,0,30-45,High,High-Balance,New,2.97,High Value
3029,2025,697,Germany,Female,48,2,108129,2,1,1,103944,0,46-60,High,High-Balance,New,2.52,High Value
3030,2025,605,Spain,Male,39,10,105318,2,1,0,138021,0,30-45,Low,High-Balance,Long-Term,2.31,High Value
3031,2025,676,France,Male,20,1,80570,1,0,0,68622,0,<30,Medium,Low-Balance,New,1.61,Low Value
3032,2025,678,France,Female,22,4,174853,1,1,1,28149,0,<30,Medium,High-Balance,Mid-Term,1.97,Low Value
3033,2025,495,Spain,Female,45,3,89159,3,1,0,135170,1,30-45,Low,Low-Balance,New,2.17,High Value
3034,2025,787,France,Female,85,10,0,2,1,1,116538,0,60+,High,Zero-Balance,Long-Term,2.42,High Value
3035,2025,770,France,Male,36,2,89800,1,1,1,105923,0,30-45,High,Low-Balance,New,2.13,High Value
3036,2025,817,Germany,Male,45,9,101208,1,0,0,88211,1,30-45,High,High-Balance,Long-Term,2.18,High Value
3037,2025,659,France,Male,43,1,106086,2,1,0,26901,0,30-45,Medium,High-Balance,New,1.96,Low Value
3038,2025,693,France,Male,21,1,0,2,1,1,3494,0,<30,Medium,Zero-Balance,New,1.6,Low Value
3039,2025,744,France,Male,47,9,0,2,1,0,113163,0,46-60,High,Zero-Balance,Long-Term,2.31,High Value
3040,2025,829,Spain,Female,26,8,101440,2,1,1,19324,0,<30,High,High-Balance,Long-Term,2.33,High Value
3041,2025,716,France,Male,38,4,0,2,1,0,189679,0,30-45,High,Zero-Balance,Mid-Term,2.61,High Value
3042,2025,671,France,Male,34,7,106604,2,1,1,26388,0,30-45,Medium,High-Balance,Mid-Term,2.01,High Value
3043,2025,835,Germany,Female,29,10,130420,2,0,0,106277,0,<30,High,High-Balance,Long-Term,3.01,High Value
3044,2025,636,France,Female,38,1,0,1,1,0,45015,0,30-45,Medium,Zero-Balance,New,1.09,Low Value
